step,signal_2000_samples_0d,signal_2000_samples_1d,signal_2000_samples_2d,signal_2000_samples_3d,prediction,anomaly_score,anomaly_likelihood,Annotation
18,-0.45277975961553296,0.4546487137712239,-0.7592808004307525,0.8542583232444666,-0.4179014779201158,0.7625,0.5,
19,-0.41706342626893655,0.4323287033293891,-0.639017597218535,0.7610146349304783,-0.4327919083715732,0.98125,0.5,
20,-0.3643231864745135,0.39223818059886,-0.5361306783565749,0.6413167794763559,-0.4327919083715732,1.0,0.5,
21,-0.3010072968021579,0.33688307607783835,-0.4512414727030918,0.5106525081480399,-0.3643231864745135,1.0,0.5,
22,-0.2353824820728762,0.2728659493632987,-0.381033309183477,0.3828667451921362,-0.3010072968021579,1.0,0.5,
23,-0.17278045413065826,0.20811373860030086,-0.3233000958000371,0.2678473125665522,-0.2353824820728762,1.0,0.5,
24,-0.11666613150668435,0.14789832865567398,-0.2747308406070195,0.16924428709799516,-0.17278045413065826,1.0,0.5,
25,-0.0682723562394209,0.09528330313110228,-0.2360618725166357,0.08826295474821733,-0.11666613150668435,1.0,0.5,
26,-0.028538919529494732,0.05133666999172196,-0.20725779074676348,0.02448147454463301,-0.0682723562394209,1.0,0.5,
27,0.0029640772040535395,0.01667558619843894,-0.1873883638858073,-0.02470049241165272,-0.028538919529494732,1.0,0.5,
28,0.025850857302321072,-0.009128328542264716,-0.17592886310275346,-0.05830035527220982,-0.028538919529494732,1.0,0.5,
29,0.040849882247144406,-0.028105246506434717,-0.1698253139413181,-0.0803695255271303,0.0029640772040535395,0.975,0.5,
30,0.050472339343695015,-0.04069584177834952,-0.16985556886275738,-0.09127432163575047,0.025850857302321072,0.6875,0.5,
31,0.054553557373757694,-0.0495741458842728,-0.1743581123481543,-0.09461516915280783,0.040849882247144406,0.55625,0.5,
32,0.05414330969028945,-0.054429084689928166,-0.1824327140646342,-0.0918482256289789,0.050472339343695015,0.45625,0.5,
33,0.05030559151029411,-0.055647197883523264,-0.19245113506907108,-0.08308258368195882,0.054553557373757694,0.08125,0.5,
34,0.04437558045758454,-0.05309560028373419,-0.1860242164329262,-0.0738216632692458,0.05443048306871722,0.04375,0.5,
35,0.03998606872609363,-0.04902740683367583,-0.147193556367157,-0.07470561791686453,0.05443048306871722,0.11249999999999999,0.5,
36,0.04173406949319944,-0.04805770818241832,-0.08509875840615433,-0.0927026654788324,0.05443048306871722,0.25,0.5,
37,0.05310704861183375,-0.05420354917337231,-0.00925637606415306,-0.13095301890329508,0.0413311348150216,0.35,0.5,
38,0.0749681972403154,-0.06982392804820244,0.07116361155635653,-0.186980160693395,0.04145201521847495,0.61875,0.5,
39,0.10468693217835676,-0.0948071254272666,0.14858805341376974,-0.2508883080305784,0.04145201521847495,0.875,0.5,
40,0.1362623650111453,-0.12540870724863395,0.21798989785555145,-0.30805549191594506,0.04145201521847495,0.75,0.5,
41,0.1621652660829759,-0.15473955161650474,0.2766988355362663,-0.3455454633018493,0.1362623650111453,0.75,0.5,
42,0.17649381932798125,-0.1755898214049802,0.32381409030694186,-0.3572448019220275,0.1362623650111453,0.75,0.5,
43,0.17713969564921542,-0.18371946957877294,0.3602804272320532,-0.3445278525604909,0.1621652660829759,0.75625,0.5,
44,0.16540450954792554,-0.17884277617433889,0.387990082496115,-0.3124252465981029,0.17649381932798125,0.35000000000000003,0.5,
45,0.14450493059717112,-0.16362354566948886,0.4093306248149624,-0.26727694820774595,0.1766875822243515,0.675,0.5,
46,0.11821607267028755,-0.14130299435550414,0.4264091378122437,-0.2155912749091832,0.1766875822243515,0.9562499999999999,0.5,
47,0.08955782878495464,-0.11492775037038512,0.44087893951377344,-0.16212090620078914,0.1362623650111453,0.975,0.5,
48,0.060832644754478776,-0.0867943407877037,0.4545896273681051,-0.11089241959000018,0.1362623650111453,0.79375,0.5,
49,0.0340585630497627,-0.058591588330782124,0.4684160299036188,-0.06421868504279518,0.04145201521847495,0.36875,0.5,
50,0.010541590801376002,-0.03178135918861552,0.4829601509235167,-0.024047874727262667,0.04145201521847495,0.56875,0.5,
51,-0.008830532411594256,-0.0076952332107821705,0.4973594505706444,0.008501644655093362,0.04145201521847495,1.0,0.5,
52,-0.024199953288486543,0.01273571323736053,0.5051683138417931,0.0358877358185612,-0.008830532411594256,1.0,0.5,
53,-0.03734861002705115,0.030055294753253508,0.4986541343852695,0.06382849792427331,-0.024199953288486543,1.0,0.5,
54,-0.051503790482149515,0.046469043379638704,0.4706610985544855,0.0993766941298924,-0.03734861002705115,1.0,0.5,
55,-0.07035740308041062,0.06516446412553346,0.4169460602449429,0.14859032167990985,-0.051503790482149515,1.0,0.5,
56,-0.09655220164529787,0.0892616658717184,0.3382791132819251,0.2134275449909197,-0.07035740308041062,1.0,0.5,
57,-0.13021470778675406,0.12033704616090743,0.2398375898250232,0.29023499242951384,-0.09655220164529787,1.0,0.5,
58,-0.1688013117108169,0.1573520916567182,0.12880967975488292,0.37173246406845456,-0.13021470778675406,1.0,0.5,
59,-0.2084687365714536,0.19716248753119536,0.01225664297962858,0.4503954880951683,-0.1688013117108169,1.0,0.5,
60,-0.24559344344041414,0.2361002814691206,-0.10408076322643406,0.5203426219421642,-0.2084687365714536,1.0,0.5,
61,-0.27740763764446835,0.2711154653182968,-0.21617781255735088,0.5775125270284929,-0.24559344344041414,1.0,0.5,
62,-0.3019423234032709,0.3000549672902292,-0.3215868724751023,0.6191496309661645,-0.27740763764446835,1.0,0.5,
63,-0.3178843010427669,0.32150009686754005,-0.4191166408893125,0.6436309683383936,-0.3019423234032709,1.0,0.5,
64,-0.32450468126317183,0.33451403455525364,-0.50841392826331,0.6503427737778047,-0.3178843010427669,1.0,0.5,
65,-0.3215970775575146,0.3385868417604995,-0.589720644289476,0.6397862511333585,-0.32450468126317183,1.0,0.5,
66,-0.30964443141709536,0.33357065842792594,-0.6636226768547703,0.6135574852716399,-0.3215970775575146,1.0,0.5,
67,-0.2898487199502749,0.3198184677257394,-0.7308324754574685,0.5741869241199689,-0.30964443141709536,1.0,0.5,
68,-0.2639737806619919,0.29829484538822115,-0.7920433854089637,0.5249994952592411,-0.2898487199502749,1.0,0.5,
69,-0.2340124256308635,0.27057539219607424,-0.8474682152706929,0.4692124082869963,-0.2639737806619919,1.0,0.5,
70,-0.20158489519069595,0.23844566929622155,-0.8964961275870429,0.4084862855849396,-0.2340124256308635,1.0,0.5,
71,-0.16737213165471534,0.2032173306559004,-0.9377752080120476,0.3422816808534242,-0.20158489519069595,1.0,0.5,
72,-0.13095748139529936,0.1653115308172381,-0.9690793361522384,0.2684168506767983,-0.16737213165471534,1.0,0.5,
73,-0.09137948637779447,0.1244054672066436,-0.9870055553535488,0.18523286524493,-0.13095748139529936,1.0,0.5,
74,-0.04844591683904638,0.08029182032626858,-0.9866407855663268,0.09464322867384883,-0.09137948637779447,1.0,0.5,
75,-0.00393660649308099,0.034141324168338316,-0.9616872798297886,0.002997488332439711,-0.04844591683904638,1.0,0.5,
76,0.03876044657917972,-0.011108127910948288,-0.9060709436866272,-0.08189427187628405,-0.00393660649308099,1.0,0.5,
77,0.07641707906778257,-0.05200541950288293,-0.8176197142750417,-0.1545304630838759,0.04145201521847495,1.0,0.5,
78,0.10733840947387514,-0.08621952842382326,-0.7017021709838857,-0.21310025138920666,0.07641707906778257,1.0,0.5,
79,0.13151925662440328,-0.11313218895916073,-0.5707487543857283,-0.25878466587694593,0.10733840947387514,0.93125,0.5,
80,0.15013318174895826,-0.13349504564491807,-0.4392570747735649,-0.29451344085919723,0.13151925662440328,0.86875,0.5,
81,0.16495466947178164,-0.14885726962863444,-0.3187564497029298,-0.3239224268810876,0.1766875822243515,0.90625,0.5,
82,0.17791634256849384,-0.1611089846171973,-0.2159329991032992,-0.3506161168738836,0.1766875822243515,0.775,0.5,
83,0.19077008752421104,-0.1721644757727019,-0.13333908439429187,-0.3776083518555482,0.11821607267028755,0.75,0.5,
84,0.20478884448644966,-0.18371590337388508,-0.07090264207696632,-0.4069121029594704,0.11821607267028755,0.44375,0.5,
85,0.22053400679147966,-0.1969926109012399,-0.02720472864598833,-0.43924707327651896,0.20478884448644966,0.50625,0.5,
86,0.2377266611276192,-0.21252821785658305,-0.00025234787215659183,-0.4739369390215464,0.22053400679147966,0.44375,0.5,
87,0.2552809236344457,-0.22999611456206304,0.012237203390915762,-0.5090772346161081,0.22053400679147966,0.50625,0.5,
88,0.2714717218700741,-0.24819010263657576,0.01281089251252952,-0.5417199841088761,0.2552809236344457,0.50625,0.5,
89,0.2840634038338393,-0.2650963090508953,0.004383059745516434,-0.5676732892502546,0.2552809236344457,0.26875,0.5,
90,0.2902524576021747,-0.2779124120624857,-0.009558044815374022,-0.5809129504218877,0.2714717218700741,0.28125,0.5,
91,0.28667472238989034,-0.2830438143780958,-0.024677239500196384,-0.5737496372200812,0.2840634038338393,0.3625,0.5,
92,0.27021598786902906,-0.2765996305577463,-0.035573187936301306,-0.5395537979044994,0.2902524576021747,0.56875,0.5,
93,0.23969803871364176,-0.2559440055815874,-0.035931806448155995,-0.4768119213652058,0.2891791370384894,0.6937500000000001,0.5,
94,0.19680158038574166,-0.22130913767560412,-0.019529513936182186,-0.3900436907566706,0.2552809236344457,0.35625,0.5,
95,0.14514588528344655,-0.17564320127745447,0.01773012749618696,-0.2869422993935782,0.1766875822243515,0.775,0.5,
96,0.08869626019605446,-0.12301432129038788,0.07525095078903138,-0.17520853696656055,0.11821607267028755,0.8687499999999999,0.5,
97,0.030748362416151018,-0.06720174358194217,0.14570133621914155,-0.06094082544802772,0.10548237536701227,0.91875,0.5,
98,-0.026401770809488957,-0.011070810276800036,0.2155854285726247,0.051739805699023464,0.07540286178855554,0.98125,0.5,
99,-0.08141433909481828,0.04352865088905336,0.270497243440615,0.16048303357966254,-0.03734861002705115,1.0,0.5,
100,-0.1337071325685082,0.09563687800261576,0.3019632658912935,0.2642710124360969,-0.026986592002881275,0.83125,0.5,
101,-0.1831923622721865,0.144971062002735,0.3096259168212474,0.3629029760063247,-0.17158671140470586,0.95,0.5,
102,-0.23000108543225484,0.19167055539597452,0.29848282364472106,0.4565037335428475,-0.11666613150668435,0.99375,0.5,
103,-0.2742525849444281,0.23602920736801056,0.27536384838903594,0.5451478315436677,-0.17158671140470586,0.7,0.5,
104,-0.3159226293442095,0.2782624750523458,0.2468421244012297,0.6286761737409039,-0.3012878047824918,0.76875,0.5,
105,-0.3548277720747841,0.3183708089940733,0.21837541197761248,0.7066981770669648,-0.32363240015147465,0.6875,0.5,
106,-0.3906805838356581,0.35612512055369594,0.19400619514012327,0.7786685386866886,-0.3012878047824918,0.6437499999999999,0.5,
107,-0.4231369347430042,0.3911286677852034,0.17620443379440787,0.8439114931760983,-0.3012878047824918,0.65625,0.5,
108,-0.4517780670633005,0.4228729218371221,0.1656969006860433,0.9015333973965276,-0.3643231864745135,0.60625,0.5,
109,-0.4760186011458746,0.450730216099352,0.16128619799873786,0.9502488105723238,-0.4327919083715732,0.37499999999999994,0.5,
110,-0.4949629230627396,0.4738770976808576,0.15973546470500688,0.9881573071505766,-0.4327919083715732,0.0875,0.5,
111,-0.5072289768952273,0.4911651432995519,0.15579937929731247,1.0124527126819258,-0.4457599162038636,0.00625,0.5,
112,-0.5107767664704234,0.5009560153227156,0.1425546955034248,1.0191139955904385,-0.4605208182615264,0.04375,0.5,
113,-0.5029069790767551,0.5010011602182859,0.11258695846988258,1.0029209590720358,-0.4745332658516366,0.2625,0.5,
114,-0.4807828147671205,0.4886023809177874,0.06083888121603154,0.9584640388833172,-0.4517780670633005,0.53125,0.5,
115,-0.4427480347056513,0.4613838691120458,-0.011904583017331818,0.882623538884736,-0.4517780670633005,0.6875,0.5,
116,-0.3899506329445297,0.418689863703911,-0.09862694984411023,0.7776183466117428,-0.4517780670633005,0.43125,0.5,
117,-0.3268878209120723,0.3627964307173513,-0.18975790584008845,0.6521192724052776,-0.3906805838356581,0.94375,0.5,
118,-0.2600874175793256,0.29876969776513185,-0.2769602645768797,0.5188848068932438,-0.31729579953319964,0.99375,0.5,
119,-0.19592238783285024,0.2328827658349893,-0.3545345802200721,0.3905814453328293,-0.2742525849444281,1.0,0.5,
120,-0.13907981527575056,0.17077868436275448,-0.41927265843493655,0.2766716025868472,-0.23000108543225484,1.0,0.5,
121,-0.09217604691968267,0.11642481734967645,-0.4699765793875138,0.1825112488252241,-0.1831923622721865,0.99375,0.5,
122,-0.05611170376720143,0.07196947868139944,-0.5070725840350679,0.10999223226668206,-0.13178237674726198,0.8625,0.5,
123,-0.03064100124528508,0.03809696330036511,-0.532289431016977,0.0586804235072466,-0.08141433909481828,0.9875,0.5,
124,-0.014859869145167747,0.014501515879236532,-0.548272438245312,0.026806612741009064,-0.035724125532177325,1.0,0.5,
125,-0.00752122512235243,0.00028223935946361864,-0.5580619842656233,0.011898073960901506,-0.035724125532177325,0.69375,0.5,
126,-0.00718475240234122,-0.0058045990280626006,-0.5644554361078747,0.01106810681242194,-0.035724125532177325,0.7625,0.5,
127,-0.01223907937934424,-0.005231819712796668,-0.5693329784533621,0.021055784077299185,0.01583923257491902,0.38125,0.5,
128,-0.020835763208917,0.0003037662997816346,-0.5730423432822218,0.03810523604995582,0.008932037081740948,0.15000000000000002,0.5,
129,-0.0307722618047184,0.008812230102332353,-0.5739026492337072,0.057756655266035316,0.008932037081740948,0.33125000000000004,0.5,
130,-0.03938366379980459,0.017908475406609378,-0.5678690472849091,0.07466257097834719,-0.014073632215420694,0.43125,0.5,
131,-0.043569447703987775,0.024757762433390843,-0.5486269604628972,0.08266965052206357,-0.014073632215420694,0.4125,0.5,
132,-0.04013683307174561,0.026215246646874836,-0.5089666233405175,0.07549955529785922,-0.017595225984535067,0.64375,0.5,
133,-0.026547751144604902,0.01930885624524255,-0.4442561124315064,0.04818401445451225,-0.043569447703987775,0.33125,0.5,
134,-0.0019287521733574876,0.002062283817207474,-0.35644126365260675,-0.0009830937591678794,-0.024638580201163832,0.4875,0.5,
135,0.031889475247224026,-0.025508486936587284,-0.2543920121059448,-0.06837320883869613,0.008932037081740948,0.60625,0.5,
136,0.06976688097595686,-0.06043478855706291,-0.14945288358272873,-0.14375263767068194,0.020945228039298464,0.9562499999999999,0.5,
137,0.10433368218706356,-0.0965608943180494,-0.05051180269743439,-0.2123789292753038,0.020945228039298464,0.7875,0.5,
138,0.12925967101318894,-0.1263948974638359,0.03783916670228355,-0.26155198380601485,0.08929935820828458,0.7124999999999999,0.5,
139,0.14210210663982156,-0.14466296237589688,0.1145402975974138,-0.2863747719236325,0.08929935820828458,0.6125,0.5,
140,0.14422571910339915,-0.15035979533906754,0.18053140175520974,-0.2896131378089358,0.14469721700305374,0.3875,0.5,
141,0.13893107089626985,-0.1458279177023569,0.2374864228597436,-0.2779269104832199,0.15841378867549433,0.2125,0.5,
142,0.1298438683662214,-0.13476142530981522,0.28705453084863325,-0.2586265778932524,0.15415736780386574,0.2625,0.5,
143,0.12012003331522925,-0.12083095291020593,0.33053298226485306,-0.2380740396176621,0.15415736780386574,0.26875,0.5,
144,0.11215470961477404,-0.1070885356548495,0.3688368723803607,-0.22109444831947805,0.15415736780386574,0.7125,0.5,
145,0.10747112188924923,-0.09576634530681666,0.4026485412478379,-0.2107486859866032,0.1294349302190987,0.6,0.5,
146,0.10664912509488886,-0.08818868645975568,0.4326653541499955,-0.20818927061086745,0.1294349302190987,0.6625000000000001,0.5,
147,0.10928417161341908,-0.08469714852690592,0.4598879581645144,-0.21258298720711424,0.12256238444133848,0.48750000000000004,0.5,
148,0.11401354275915343,-0.08460047691795364,0.4858484451093195,-0.22117171888484646,0.12256238444133848,0.18125,0.5,
149,0.11860501177753315,-0.08619435903927072,0.5124932071099081,-0.2294578540858651,0.11857892059296266,0.0375,0.5,
150,0.1200412881155006,-0.08685677921533201,0.5411604107311777,-0.23138477471685204,0.11857892059296266,0.0625,0.5,
151,0.1146606231991571,-0.08320915513301444,0.5702972304510041,-0.21964614168766386,0.11857892059296266,0.03125,0.5,
152,0.09883047861940007,-0.07153386072809345,0.5931968439576453,-0.18706937897091852,0.11857892059296266,0.25625,0.5,
153,0.0706367860980062,-0.048918653804176315,0.5991024213734283,-0.12998267953912074,0.12569637565067207,0.65,0.5,
154,0.031553506057515585,-0.015025324634532163,0.5787608528725424,-0.051466979717529386,0.1183492465337076,0.7,0.5,
155,-0.014029426505420028,0.027162029434165503,0.5292677198342701,0.03966005108405661,0.07002785251257165,0.71875,0.5,
156,-0.06105924887802761,0.07279154154689918,0.45378389435151295,0.13333195603928025,0.008932037081740948,0.79375,0.5,
157,-0.10553688567499776,0.11726267152849415,0.35840080269301794,0.22160978969163955,-0.017595225984535067,0.68125,0.5,
158,-0.14497228802020728,0.15728071929533866,0.2496285321121913,0.2995580741329611,-0.04332466253593241,0.6437499999999999,0.5,
159,-0.1782224563962591,0.19093786896315687,0.13326659156757112,0.3649153577674388,-0.09217604691968267,0.925,0.5,
160,-0.20522038022044853,0.21749293313323528,0.014091954464272798,0.4175625363501729,-0.14084755709908758,0.68125,0.5,
161,-0.22671810216652455,0.237157592922534,-0.10414285645739367,0.4590223781388065,-0.14084755709908758,0.98125,0.5,
162,-0.2440154567233082,0.25090036622309553,-0.2186300914146116,0.4919246552640865,-0.23000108543225484,0.8125,0.5,
163,-0.2586446878962417,0.2602047394368851,-0.3274169351933597,0.5193747064373705,-0.19592238783285024,0.76875,0.5,
164,-0.2720257183948681,0.2667525066250541,-0.4293191230253744,0.5442574349057856,-0.19592238783285024,0.8187499999999999,0.5,
165,-0.2851468895285456,0.27205906103161315,-0.5238334947547777,0.5685893131742172,-0.25965459867440044,0.75,0.5,
166,-0.2983344830308597,0.2771219687102005,-0.6110255836728368,0.5930454030644873,-0.2460877411166511,0.8,0.5,
167,-0.3111307685750131,0.2821438329981137,-0.6913334175137323,0.6167005465274633,-0.25965459867440044,0.81875,0.5,
168,-0.32222542945965843,0.2863487819111165,-0.7652258795697962,0.6368775664998091,-0.25965459867440044,0.79375,0.5,
169,-0.3293708353248705,0.2878639422648694,-0.8327829799728829,0.6489741192985264,-0.25965459867440044,0.68125,0.5,
170,-0.32936116740911525,0.2837007555886541,-0.8934514168489681,0.6464554433047477,-0.32222542945965843,0.56875,0.5,
171,-0.3184552799756167,0.2701459868886723,-0.9461163413769109,0.6218180516536164,-0.30948356576463104,0.43125,0.5,
172,-0.29371233382488515,0.2440913462405305,-0.9892401107345534,0.5694462382490819,-0.31544684625797625,0.8375,0.5,
173,-0.254909087527542,0.2051155206382328,-1.0207426466247331,0.4894830955517594,-0.2853160400336036,0.9375,0.5,
174,-0.2053830076104647,0.15652965973242744,-1.0375958953005142,0.3891944877167525,-0.25965459867440044,0.4625,0.5,
175,-0.1506140986214572,0.1038863090056654,-1.0353761161263677,0.2797333969366492,-0.22671810216652455,0.325,0.5,
176,-0.09580113158199312,0.052308504248640385,-1.0083013129082001,0.1712545043847742,-0.1782224563962591,0.5812499999999999,0.5,
177,-0.04441355165914168,0.004947976763051182,-0.9506677297074384,0.07026512541314688,-0.14084755709908758,0.825,0.5,
178,0.0018829022428414961,-0.0370000796973669,-0.8602823499131499,-0.02030395119537864,-0.07988957490670179,0.6,0.5,
179,0.042641091185497776,-0.07358640802278392,-0.7421857995995443,-0.0998446247129117,-0.014060370502420491,0.8187500000000001,0.5,
180,0.0780164130430513,-0.10540647838281436,-0.6087075216576907,-0.16884299925693888,-0.014060370502420491,0.88125,0.5,
181,0.10835509172389153,-0.13314739265608494,-0.4747754495391184,-0.22808793799975946,0.04597083754886632,0.525,0.5,
182,0.13399639601905772,-0.15737699625562931,-0.3525898716276929,-0.2783065492226812,0.12569637565067207,0.38125,0.5,
183,0.15523220338851387,-0.1785018260814932,-0.24936888728125076,-0.320104289930912,0.12569637565067207,0.51875,0.5,
184,0.17236754271995638,-0.19682426957063892,-0.1679454873450646,-0.35409751059318795,0.12569637565067207,0.85,0.5,
185,0.18584151101342025,-0.21265391582393414,-0.10833750837071986,-0.381161611824801,0.12569637565067207,0.69375,0.5,
186,0.1963822748006104,-0.226448550842214,-0.06906102457287061,-0.4027446042011381,0.1894713690860061,0.54375,0.5,
187,0.2051646242558025,-0.2389536442003084,-0.047872808277934456,-0.4211769714771308,0.18584151101342025,0.675,0.5,
188,0.21387641613852992,-0.2512443727326801,-0.042081797008540825,-0.4397707153468512,0.2132884871942189,0.6,0.5,
189,0.2244733935831753,-0.2644388625877349,-0.048639223857900635,-0.4622383044816215,0.2051646242558025,0.64375,0.5,
190,0.23835399677506125,-0.2787992754122429,-0.06410907429405865,-0.4909016796679711,0.23098557692395716,0.41874999999999996,0.5,
191,0.2550059416623903,-0.2924032504609278,-0.08453176207063859,-0.5239241825545939,0.23098557692395716,0.58125,0.5,
192,0.2709398879056211,-0.30065807929063343,-0.10520308907444484,-0.5534682441319113,0.23835399677506125,0.13125,0.5,
193,0.2803106868918095,-0.29809187482568866,-0.1204912653949803,-0.5676358325176194,0.2550059416623903,0.05625,0.5,
194,0.2775839322377809,-0.28133621397295616,-0.12399409245189118,-0.5561849659345086,0.2709398879056211,0.14375,0.5,
195,0.2601241218474765,-0.2503628992440172,-0.1094574562873494,-0.5151354737732299,0.2803106868918095,0.50625,0.5,
196,0.2285644871412107,-0.2074835802382204,-0.0726137693428656,-0.4467076370154824,0.2794926604956009,0.4,0.5,
197,0.1855442882486724,-0.15587965924911426,-0.01352393077275324,-0.3565717735614771,0.2244733935831753,0.5750000000000001,0.5,
198,0.1343956490313827,-0.09870846948186404,0.06139172219356174,-0.2514008626347859,0.2051646242558025,0.78125,0.5,
199,0.07837950931574522,-0.038742538070803065,0.13940406380469286,-0.13754746834886786,0.17111110081449984,0.7125,0.5,
200,0.020343506999513268,0.02173651354232033,0.20597639951330224,-0.020478191918578918,0.11551177193224133,0.4,0.5,
201,-0.03740991157163736,0.08095198539507242,0.25165858730197344,0.09543415145643276,-0.014060370502420491,0.61875,0.5,
202,-0.09316023837150396,0.13761315804480528,0.2750922351010731,0.2069583793832724,0.015226530300361371,0.39375,0.5,
203,-0.14576053256889732,0.1908807589373828,0.2807646183724962,0.3119760754456158,-0.043822678890533935,0.075,0.5,
204,-0.19460957129228126,0.24032322477956816,0.27540628511865883,0.4094188021464752,-0.09580113158199312,0.19375,0.5,
205,-0.2396134683137893,0.2858627266839049,0.2656218347937927,0.4991823205388297,-0.13252352491945052,0.29375,0.5,
206,-0.2811118284136182,0.3276923112356978,0.25681076163517125,0.5819624155879771,-0.18878867071773944,0.5875,0.5,
207,-0.31970246700604793,0.366127692559002,0.25274204328024424,0.6588857299126384,-0.254909087527542,0.36249999999999993,0.5,
208,-0.3559247660704212,0.4013881954610634,0.25537242770428664,0.7308842273315955,-0.31544684625797625,0.4125,0.5,
209,-0.3899158303589597,0.43340329951977097,0.26478671564634904,0.7980720857854203,-0.3548277720747841,0.2875,0.5,
210,-0.421278894364816,0.4617754601866906,0.2792804227626988,0.8595708813385642,-0.31544684625797625,0.049999999999999996,0.5,
211,-0.4492349334474835,0.4858641995877531,0.2955704981928595,0.9138325620654146,-0.31544684625797625,0.06875,0.5,
212,-0.4728242603045996,0.5048074446981548,0.3089601467575806,0.9589702870561224,-0.38994019216885867,0.15,0.5,
213,-0.4909184233073065,0.5173799515232174,0.3132733252950389,0.992693315066782,-0.4517780670633005,0.28125,0.5,
214,-0.5020308149173935,0.5217448517171087,0.3009831488908685,1.0118821911493752,-0.4854063160372726,0.08125,0.5,
215,-0.5040678972191781,0.5152785951244114,0.2650213841852306,1.0121082637513044,-0.4854063160372726,0.025,0.5,
216,-0.4942708909541783,0.4948476207566945,0.20290140321234185,0.9876451416132446,-0.4635201739365024,0.25,0.5,
217,-0.4697655133893722,0.458057428931021,0.11948505391863097,0.9328675458617244,-0.4635201739365024,0.48125,0.5,
218,-0.42905686341027055,0.4053635613875988,0.024483995448204163,0.8455727632249473,-0.4727453890418051,0.5375,0.5,
219,-0.3738549769777316,0.34134845055242763,-0.07234477115454799,0.7305113222210446,-0.4492349334474835,0.51875,0.5,
220,-0.3094527330172753,0.2733714180502728,-0.1638970139213592,0.5993814459796323,-0.38994019216885867,0.71875,0.5,
221,-0.24283687452556035,0.20859001748012504,-0.2461261248625328,0.4664026282868829,-0.3288844894943661,0.70625,0.5,
222,-0.1801519071711168,0.15190890900610535,-0.31757058375401803,0.3433518584504187,-0.2811118284136182,0.66875,0.5,
223,-0.1253912185531724,0.10571410612802734,-0.3787386086343241,0.2374525701821257,-0.212993467127624,0.45625,0.5,
224,-0.0804795255444862,0.07057566232040842,-0.4314834735932428,0.1518940798706118,-0.13252352491945052,0.70625,0.5,
225,-0.045932090035679364,0.046035279871741136,-0.478344603400068,0.08724059148190197,-0.13252352491945052,0.7562500000000001,0.5,
226,-0.02144916371178764,0.03112192491627948,-0.521869641388213,0.04257813076425798,-0.09247130435522906,0.29375,0.5,
227,-0.006251827010074065,0.02459564952263131,-0.5640083911462608,0.016130063756488056,-0.09247130435522906,0.325,0.5,
228,0.0007710042331355827,0.025032974899585225,-0.6056989887618776,0.005519365448356897,-0.028469979612305886,0.5125,0.5,
229,0.0009961155828293565,0.030837293177161006,-0.6466995168845086,0.00788076840241268,0.004376877854196443,0.30000000000000004,0.5,
230,-0.003957029013521999,0.040195926515151935,-0.6855717826232954,0.019880557605188084,0.010889872480193637,0.3,0.5,
231,-0.012194184003778762,0.05098348457295645,-0.7196211058496796,0.03762231251332336,0.007921745410984352,0.2875,0.5,
232,-0.02145821071412539,0.060638338631906326,-0.7446799428029117,0.05644987889905476,0.0018767057938809104,0.40625,0.5,
